site_code,site_label,mission,product_name,acq_start,cloud_pct
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260403T112109_N0512_R037_T28PCT_20260403T164510.SAFE,2026-04-03T11:21:09.024000Z,0.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260408T112111_N0512_R037_T28PDT_20260408T160010.SAFE,2026-04-08T11:21:11.025000Z,4.9
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260410T112131_N0512_R037_T28PCT_20260410T210812.SAFE,2026-04-10T11:21:31.024000Z,1.1
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260413T112109_N0512_R037_T28PDT_20260413T150823.SAFE,2026-04-13T11:21:09.024000Z,12.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260418T112111_N0512_R037_T28PCT_20260418T144915.SAFE,2026-04-18T11:21:11.024000Z,0.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260420T113651_N0512_R037_T28PDT_20260420T210157.SAFE,2026-04-20T11:36:51.024000Z,30.6
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260423T112109_N0512_R037_T28PDT_20260423T150158.SAFE,2026-04-23T11:21:09.024000Z,55.7
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260428T112111_N0512_R037_T28PDT_20260428T160508.SAFE,2026-04-28T11:21:11.025000Z,69.1
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260430T112131_N0512_R037_T28PDT_20260430T210710.SAFE,2026-04-30T11:21:31.024000Z,16.1
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260503T112109_N0512_R037_T28PDT_20260503T140046.SAFE,2026-05-03T11:21:09.024000Z,3.4
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260508T112111_N0512_R037_T28PDT_20260508T151219.SAFE,2026-05-08T11:21:11.025000Z,0.7
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260510T113641_N0512_R037_T28PDT_20260510T205411.SAFE,2026-05-10T11:36:41.024000Z,54.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260513T112109_N0512_R037_T28PCT_20260513T150454.SAFE,2026-05-13T11:21:09.024000Z,88.1
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260518T112111_N0512_R037_T28PCT_20260518T163717.SAFE,2026-05-18T11:21:11.025000Z,9.6
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260520T112131_N0512_R037_T28PDT_20260520T205709.SAFE,2026-05-20T11:21:31.024000Z,0.1
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260523T112109_N0512_R037_T28PCT_20260523T150103.SAFE,2026-05-23T11:21:09.024000Z,36.2
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260528T112111_N0512_R037_T28PCT_20260528T162613.SAFE,2026-05-28T11:21:11.025000Z,23.1
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260530T113651_N0512_R037_T28PCT_20260530T204207.SAFE,2026-05-30T11:36:51.024000Z,61.5
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260602T112109_N0512_R037_T28PCT_20260602T135715.SAFE,2026-06-02T11:21:09.025000Z,56.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260607T112111_N0512_R037_T28PCT_20260607T161617.SAFE,2026-06-07T11:21:11.025000Z,100.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260609T112131_N0512_R037_T28PDT_20260609T205914.SAFE,2026-06-09T11:21:31.024000Z,60.6
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260612T112109_N0512_R037_T28PDT_20260612T150716.SAFE,2026-06-12T11:21:09.024000Z,100.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260617T112111_N0512_R037_T28PCT_20260617T154911.SAFE,2026-06-17T11:21:11.025000Z,59.3
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260619T113651_N0512_R037_T28PCT_20260619T204914.SAFE,2026-06-19T11:36:51.024000Z,100.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260622T112109_N0512_R037_T28PDT_20260622T150147.SAFE,2026-06-22T11:21:09.024000Z,26.4
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260627T112111_N0512_R037_T28PCT_20260627T160210.SAFE,2026-06-27T11:21:11.025000Z,100.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260629T112131_N0512_R037_T28PDT_20260629T205508.SAFE,2026-06-29T11:21:31.024000Z,84.5
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260702T112109_N0512_R037_T28PDT_20260702T150806.SAFE,2026-07-02T11:21:09.024000Z,70.7
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260707T112111_N0512_R037_T28PCT_20260707T161315.SAFE,2026-07-07T11:21:11.024000Z,19.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260709T113641_N0512_R037_T28PDT_20260709T204209.SAFE,2026-07-09T11:36:41.024000Z,55.6
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260712T112109_N0512_R037_T28PDT_20260712T150854.SAFE,2026-07-12T11:21:09.024000Z,99.2
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260717T112111_N0512_R037_T28PDT_20260717T161812.SAFE,2026-07-17T11:21:11.025000Z,89.8
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260719T113651_N0512_R037_T28PDT_20260719T203915.SAFE,2026-07-19T11:36:51.024000Z,98.7
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260722T112119_N0512_R037_T28PCT_20260722T150918.SAFE,2026-07-22T11:21:19.024000Z,100.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260727T112111_N0512_R037_T28PCT_20260727T161115.SAFE,2026-07-27T11:21:11.025000Z,91.2
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260729T112131_N0512_R037_T28PCT_20260729T210009.SAFE,2026-07-29T11:21:31.024000Z,20.9
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260801T112119_N0512_R037_T28PCT_20260801T150448.SAFE,2026-08-01T11:21:19.024000Z,92.2
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260806T112111_N0512_R037_T28PCT_20260806T160510.SAFE,2026-08-06T11:21:11.025000Z,97.5
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260808T113651_N0512_R037_T28PCT_20260808T205410.SAFE,2026-08-08T11:36:51.024000Z,88.5
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260811T112109_N0512_R037_T28PCT_20260811T150329.SAFE,2026-08-11T11:21:09.025000Z,99.3
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260816T112111_N0512_R037_T28PCT_20260816T154715.SAFE,2026-08-16T11:21:11.025000Z,61.4
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260818T112131_N0512_R037_T28PCT_20260818T210108.SAFE,2026-08-18T11:21:31.024000Z,84.7
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260821T112109_N0512_R037_T28PCT_20260821T150358.SAFE,2026-08-21T11:21:09.024000Z,7.2
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260826T112111_N0512_R037_T28PCT_20260826T155425.SAFE,2026-08-26T11:21:11.025000Z,100.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260828T113641_N0512_R037_T28PCT_20260828T204809.SAFE,2026-08-28T11:36:41.024000Z,77.0
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260831T112109_N0512_R037_T28PDT_20260831T150950.SAFE,2026-08-31T11:21:09.024000Z,31.1
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260905T112111_N0512_R037_T28PCT_20260905T160902.SAFE,2026-09-05T11:21:11.025000Z,47.5
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2A_MSIL2A_20260907T112131_N0512_R037_T28PCT_20260907T210810.SAFE,2026-09-07T11:21:31.024000Z,26.5
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2B_MSIL2A_20260910T112109_N0512_R037_T28PDT_20260910T152036.SAFE,2026-09-10T11:21:09.024000Z,67.9
BIJAGOS,"Bijagós Archipelago, Guinea-Bissau",S2,S2C_MSIL2A_20260915T112111_N0512_R037_T28PDT_20260915T144712.SAFE,2026-09-15T11:21:11.025000Z,86.6
