scene_id,mmsi,lat,lon,sog,cog,method,dt_before_s,dt_after_s
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,265591680,57.333047,10.53211,0.1,124.6,interpolated,78,101
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219031325,57.425432,10.532243,0.0,95.4,interpolated,73,106
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,256717000,57.657333,10.595431,0.1,19.0,interpolated,73,105
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219012459,57.492946,10.506001,0.0,,interpolated,49,110
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,564761000,57.67728,10.640816,0.2,351.4,interpolated,69,110
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,266203000,57.683028,10.663109,0.1,86.7,interpolated,63,116
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219111114,57.436772,10.55979,0.0,,interpolated,59,122
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,257895000,57.678559,10.704152,0.1,99.6,interpolated,122,117
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219013005,57.492698,10.504229,0.0,0.0,interpolated,237,1128
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,265056000,57.671557,10.603397,0.1,152.9,interpolated,0,11
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,636020805,57.628389,10.701393,0.2,29.0,interpolated,41,138
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219025260,57.463639,10.537038,0.0,,interpolated,43,137
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219004365,57.332748,10.53204,0.0,,interpolated,122,224
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219025076,57.592773,10.428273,0.0,342.4,interpolated,47,19
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219009763,57.491985,10.506038,0.0,52.4,interpolated,42,159
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,244100987,57.333291,10.531445,0.0,101.2,interpolated,22,157
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,265410000,57.435035,10.543432,0.0,328.0,interpolated,10,168
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219023085,57.334303,10.531509,0.0,,interpolated,10,171
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,241747000,57.600664,10.65785,9.8,47.1,interpolated,7,3
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,250002173,57.442878,10.549715,0.0,266.0,interpolated,8,171
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219005787,57.439197,10.549679,0.0,,interpolated,121,175
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219032621,57.333301,10.533066,0.0,,interpolated,118,34
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219025340,57.492993,10.503218,0.0,,interpolated,166,13
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219025465,57.425517,10.528973,0.0,32.7,interpolated,164,194
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219005323,57.442836,10.54651,0.0,0.0,interpolated,86,43
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,538010803,57.679475,10.619685,0.4,22.3,interpolated,44,135
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219026533,57.59324,10.428675,0.0,,interpolated,587,283
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219009415,57.492157,10.506615,0.0,,interpolated,60,95
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219034966,57.425557,10.529783,0.0,119.1,interpolated,19,342
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219034069,57.493618,10.503025,0.0,144.5,interpolated,297,329
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,636024998,57.666884,10.69605,0.1,228.0,interpolated,5,3
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219032932,57.677516,10.640372,0.2,334.8,interpolated,16,2
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219000407,57.437053,10.539317,0.0,0.0,interpolated,4,16
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,266354000,57.495351,10.501252,0.0,,interpolated,4,6
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,305665000,57.334935,10.734552,9.7,4.9,interpolated,7,1
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219022257,57.59867,10.656039,15.2,59.5,interpolated,0,0
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,219013692,57.59288,10.427837,0.0,,nearest,,191
S1D_IW_GRDH_1SDV_20260703T053950_20260703T054015_003505_006341_72E5,311002018,57.656087,10.766875,9.0,245.8,nearest,,344
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219021235,57.493007,10.506193,0.0,354.9,interpolated,10,1
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219002732,57.439261,10.549688,0.0,166.9,interpolated,8,1
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219007457,57.491717,10.504458,0.1,17.6,interpolated,9,0
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,266212000,57.660425,10.595822,0.0,228.0,interpolated,8,0
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219006971,57.492902,10.505857,0.0,261.3,interpolated,18,0
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219005732,57.49343,10.502348,0.0,,interpolated,8,0
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219003138,57.49292,10.506081,0.0,,interpolated,8,1
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219001522,57.494667,10.503833,0.0,286.5,interpolated,17,1
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219005659,57.492554,10.504947,0.0,,interpolated,8,1
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219024715,57.49211,10.505196,0.0,,interpolated,8,2
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,255915000,57.682902,10.635463,0.0,18.0,interpolated,8,2
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219111114,57.436753,10.559785,0.0,,interpolated,92,2
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,245943000,57.655317,10.651797,0.1,320.1,interpolated,89,3
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219013933,57.462912,10.536885,0.0,,interpolated,303,14
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219002585,57.49186,10.505491,0.0,,interpolated,7,2
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219005956,57.491836,10.505508,0.0,133.2,interpolated,7,4
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219904000,57.4927,10.505237,0.0,237.5,interpolated,17,3
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219000159,57.49632,10.501307,0.0,96.3,interpolated,6,3
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219220156,57.642526,10.609622,0.5,22.3,interpolated,126,2
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219015617,57.49349,10.502592,0.0,240.8,interpolated,16,14
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265774260,57.493112,10.504447,0.0,92.9,interpolated,176,5
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219000942,57.442308,10.5475,0.0,,interpolated,5,5
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219013885,57.495683,10.501586,0.0,176.0,interpolated,4,4
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219005954,57.494117,10.501967,0.0,0.0,interpolated,3,6
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219006301,57.492094,10.506429,0.0,201.6,interpolated,4,5
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,220076700,57.492365,10.504894,0.0,153.9,interpolated,5,5
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219003066,57.494293,10.501886,0.0,,interpolated,4,6
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219005453,57.439682,10.549247,0.0,344.8,interpolated,1,18
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219005941,57.492765,10.505507,0.0,323.7,interpolated,1,9
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219009135,57.492822,10.505695,0.0,282.5,interpolated,1,9
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219029704,57.331977,10.533405,0.0,55.0,interpolated,0,9
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257577000,57.435087,10.554158,0.0,332.3,interpolated,11,8
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219013178,57.492233,10.505055,0.0,1.5,interpolated,2,8
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,235103057,57.614334,10.589552,0.0,325.5,interpolated,72,17
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219001125,57.491836,10.505678,0.0,,interpolated,2,6
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219026327,57.33388,10.531503,0.1,334.4,interpolated,317,378
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219032670,57.332015,10.533537,0.6,118.5,interpolated,10,9
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219009763,57.491945,10.506022,0.0,0.0,interpolated,131,20
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,211489600,57.460214,10.576182,6.1,132.7,interpolated,1,26
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265782090,57.592003,10.42928,0.0,27.2,interpolated,330,24
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265177000,57.434833,10.54325,0.0,247.1,interpolated,23,23
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219009415,57.492154,10.506603,0.0,,interpolated,58,355
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219013474,57.592005,10.429245,0.0,150.6,interpolated,252,25
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219111111,57.439498,10.55531,0.0,,interpolated,56,0
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219012459,57.493433,10.506222,0.0,,interpolated,24,87
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257586880,57.332814,10.536657,1.2,46.2,interpolated,149,31
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219013005,57.492695,10.50419,0.0,0.0,interpolated,151,30
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,258101770,57.333825,10.529627,0.0,208.0,interpolated,676,22
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219002066,57.432023,10.535775,0.0,338.5,interpolated,90,11
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,211733550,57.333447,10.532361,0.0,44.9,interpolated,49,36
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265559330,57.593091,10.429092,0.0,184.4,interpolated,503,217
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257065680,57.475255,10.637419,5.5,27.6,interpolated,22,7
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219000416,57.431043,10.537373,0.0,96.4,interpolated,131,41
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,311027700,57.636955,10.701992,0.0,56.3,interpolated,126,45
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265012140,57.432277,10.560743,0.0,156.5,interpolated,136,44
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219018343,57.592987,10.428398,0.0,113.1,interpolated,14,408
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257782690,57.592049,10.428322,0.0,,interpolated,126,47
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,636026647,57.608732,10.567276,0.0,294.9,interpolated,130,50
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,241962000,57.661227,10.595831,0.0,267.3,interpolated,47,56
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219000003,57.435862,10.555717,0.0,,interpolated,33,115
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219031988,57.598807,10.44073,0.1,320.9,interpolated,36,64
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219022358,57.333134,10.531705,0.0,,interpolated,88,58
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265859000,57.433733,10.544167,0.0,279.0,interpolated,113,66
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219025076,57.592775,10.428263,0.0,342.4,interpolated,47,310
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257177570,57.437658,10.543332,0.0,47.5,interpolated,259,68
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219007132,57.425483,10.528788,0.0,212.9,interpolated,795,290
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219543000,57.681283,10.67038,0.0,294.6,interpolated,53,69
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219005323,57.442836,10.546494,0.0,0.0,interpolated,105,75
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219004365,57.33274,10.532038,0.0,,interpolated,9,66
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219026533,57.593257,10.428649,0.0,,interpolated,68,81
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219035044,57.376923,10.57037,6.6,155.7,interpolated,35,3
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219035413,57.463315,10.536408,0.3,,interpolated,22,273
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,220226000,57.425602,10.53135,0.0,0.0,interpolated,83,96
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219026558,57.428631,10.502951,0.0,243.2,interpolated,83,95
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,277391000,57.658394,10.683407,0.0,37.8,interpolated,84,96
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219025260,57.463647,10.537027,0.0,,interpolated,182,1
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219005787,57.439185,10.549693,0.0,,interpolated,251,52
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219022157,57.437452,10.542264,0.0,88.4,interpolated,58,113
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265667980,57.331226,10.536529,0.0,,interpolated,31,61
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219033698,57.424865,10.528652,0.0,,interpolated,282,118
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,258998270,57.592477,10.42833,0.0,250.9,interpolated,222,123
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219018795,57.425238,10.531702,0.0,,interpolated,33,94
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257792090,57.333042,10.53266,0.0,,interpolated,50,45
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219032276,57.463333,10.537077,0.1,346.9,interpolated,80,131
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219029825,57.42511,10.531493,0.0,,interpolated,101,185
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219026369,57.48412,10.620897,0.1,,interpolated,188,130
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219525000,57.43065,10.542679,0.0,69.4,interpolated,40,139
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,258514110,57.592027,10.428285,0.0,0.0,interpolated,6,144
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,538011116,57.66648,10.617047,0.0,28.9,interpolated,31,148
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219030766,57.425331,10.528429,0.0,,interpolated,29,152
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265574090,57.395845,10.655304,5.2,41.6,interpolated,5,25
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219016781,57.441982,10.546731,0.0,214.0,interpolated,15,161
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219011909,57.425208,10.531633,0.0,301.0,interpolated,80,271
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,220256000,57.492221,10.506872,0.0,159.2,interpolated,5,4
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219031491,57.464096,10.537941,0.0,,interpolated,88,299
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219034404,57.463757,10.536038,0.0,,interpolated,38,141
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257982730,57.592242,10.42804,0.0,358.1,interpolated,123,14
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219023870,57.593168,10.429138,0.0,,interpolated,22,33
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265075520,57.484015,10.620955,0.1,,interpolated,41,48
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219018518,57.33321,10.534947,0.0,59.9,interpolated,325,396
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219029594,57.463493,10.537445,0.0,,interpolated,665,48
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219025465,57.4255,10.528933,0.0,193.4,interpolated,20,286
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219022162,57.490933,10.507162,0.0,231.3,interpolated,735,641
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219025470,57.322525,10.492098,0.0,,interpolated,286,45
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265735460,57.332728,10.535052,0.0,8.6,interpolated,9,263
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219000407,57.425782,10.566315,11.7,136.0,interpolated,4,4
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219033327,57.333792,10.531105,0.0,,interpolated,884,137
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,246134000,57.641607,10.661473,0.0,215.0,interpolated,256,103
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,258349500,57.525313,10.637113,9.2,346.9,interpolated,14,71
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,209332000,57.438238,10.763293,10.3,4.6,interpolated,5,4
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219022804,57.493395,10.503508,0.0,224.2,interpolated,626,105
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,220127000,57.506063,10.556154,3.3,231.1,interpolated,9,0
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257953790,57.618893,10.695425,5.3,155.0,interpolated,80,36
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219020225,57.270758,10.766743,6.1,167.5,nearest,969,
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219022479,57.648658,10.7039,0.3,63.1,interpolated,3,56
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265070140,57.644177,10.705654,7.0,145.3,interpolated,117,64
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257651280,57.652999,10.651179,5.6,160.1,interpolated,84,3
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,577282000,57.685713,10.620098,0.1,133.8,interpolated,100,46
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,211530530,57.667668,10.645431,6.7,151.3,interpolated,3,28
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,220614000,57.685738,10.625008,8.5,44.9,nearest,140,
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219002468,57.424977,10.529735,0.0,,nearest,,273
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265038660,57.593265,10.428737,0.1,,nearest,,926
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,219025854,57.464202,10.537855,0.0,,nearest,,985
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,257020810,57.685677,10.631327,7.9,158.5,nearest,,1009
S1C_IW_GRDH_1SDV_20260716T053123_20260716T053148_008564_010F50_86B0,265763940,57.332563,10.535418,4.0,49.1,nearest,,1056
